card_name,f1,f1_sig_strike_per,f1_sig_strike_total,f1_td_attempt,f1_td_succeed,f2,f2_sig_strike_per,f2_sig_strike_total,f2_td_attempt,f2_td_succeed,fights_location,round_format,round_fought,weight_class,winner,winning_method,fight_year,SApM_f1,SLpM_f1,height_f1,reach_f1,stance_f1,strAcc_f1,strDef_f1,subAvg_f1,tdAcc_f1,tdAvg_f1,tdDef_f1,weight_f1,birth_year_f1,win_f1,lose_f1,draw_f1,nc_f1,SApM_f2,SLpM_f2,height_f2,reach_f2,stance_f2,strAcc_f2,strDef_f2,subAvg_f2,tdAcc_f2,tdAvg_f2,tdDef_f2,weight_f2,birth_year_f2,win_f2,lose_f2,draw_f2,nc_f2,f1_age_when_fight,f2_age_when_fight
UFC Fight Night: Smith vs. Spann,Mike Rodriguez,0.34,144.0,0.0,0.0,Tafon Nchukwi,0.58,199.0,3.0,3.0,"Las Vegas, Nevada, USA",3.0,3.0,Light Heavyweight,0.0,U-DEC,2021.0,4.24,4.35,193.04,82.0,Southpaw,0.53,0.41,0.0,0.0,0.0,0.37,205,1988,11,7,0,1,4.03,6.05,182.88,77.0,Orthodox,0.52,0.55,0.0,0.57,0.94,0.71,205,1994,6,3,0,0,33.0,27.0
UFC Fight Night: Smith vs. Spann,Tony Gravely,0.49,63.0,1.0,1.0,Nate Maness,0.52,68.0,6.0,1.0,"Las Vegas, Nevada, USA",3.0,2.0,Bantamweight,0.0,KO/TKO,2021.0,3.45,3.61,165.1,69.0,Orthodox,0.48,0.47,0.3,0.47,5.83,0.52,135,1991,23,8,0,0,4.65,1.94,177.8,72.0,Orthodox,0.42,0.4,0.3,0.75,0.96,0.75,125,1991,14,3,0,0,30.0,30.0
UFC Fight Night: Smith vs. Spann,Mandy Bohm,0.44,194.0,1.0,0.0,Ariane Lipski,0.33,108.0,4.0,0.0,"Las Vegas, Nevada, USA",3.0,3.0,Women's Flyweight,0.0,U-DEC,2021.0,4.2,2.93,170.18,71.0,Orthodox,0.43,0.58,0.5,0.0,0.0,0.71,125,1989,7,2,0,1,4.1,3.34,167.64000000000001,67.0,Orthodox,0.36,0.51,0.4,0.2,0.18,0.55,125,1994,14,8,0,0,32.0,27.0
UFC Fight Night: Smith vs. Spann,Ion Cutelaba,0.63,101.0,12.0,8.0,Devin Clark,0.44,52.0,6.0,1.0,"Las Vegas, Nevada, USA",3.0,3.0,Light Heavyweight,1.0,U-DEC,2021.0,3.3,4.43,185.42,75.0,Southpaw,0.42,0.47,0.0,0.57,4.7,0.77,205,1993,16,9,1,1,2.86,2.94,182.88,75.0,Orthodox,0.55,0.44,0.1,0.35,2.3,0.55,205,1990,13,7,0,0,28.0,31.0
UFC Fight Night: Smith vs. Spann,Anthony Smith,0.6,28.0,0.0,0.0,Ryan Spann,0.4,20.0,1.0,0.0,"Las Vegas, Nevada, USA",5.0,1.0,Light Heavyweight,1.0,SUB,2021.0,4.37,2.99,193.04,76.0,Orthodox,0.47,0.42,0.7,0.27,0.44,0.48,205,1988,36,17,0,0,3.42,3.42,195.57999999999998,79.0,Orthodox,0.44,0.48,1.8,0.35,1.46,0.5,205,1991,21,7,0,0,33.0,30.0
UFC Fight Night: Barboza vs. Chikadze,Mana Martinez,0.5,157.0,3.0,2.0,Guido Cannetti,0.6,109.0,0.0,0.0,"Las Vegas, Nevada, USA",3.0,3.0,Bantamweight,1.0,S-DEC,2021.0,4.03,4.43,177.8,70.0,Orthodox,0.51,0.49,0.6,0.42,0.95,0.27,135,1996,10,3,0,0,2.93,3.58,167.64000000000001,68.0,Southpaw,0.55,0.51,0.4,0.52,2.16,0.7,135,1979,10,7,0,0,25.0,42.0
UFC Fight Night: Barboza vs. Chikadze,Jamall Emmers,0.71,14.0,0.0,0.0,Pat Sabatini,0.11,9.0,1.0,0.0,"Las Vegas, Nevada, USA",3.0,1.0,Featherweight,0.0,SUB,2021.0,4.44,5.73,177.8,74.0,Orthodox,0.53,0.55,0.4,0.53,2.76,1.0,145,1989,18,6,0,0,1.5,1.67,172.72,70.0,Orthodox,0.55,0.52,1.9,0.42,3.75,0.42,145,1990,17,4,0,0,32.0,31.0
UFC Fight Night: Barboza vs. Chikadze,Dustin Jacoby,0.6,61.0,1.0,0.0,Darren Stewart,0.54,33.0,2.0,2.0,"Las Vegas, Nevada, USA",3.0,1.0,Light Heavyweight,1.0,KO/TKO,2021.0,3.98,5.58,190.5,76.0,Orthodox,0.46,0.6,0.0,0.3,0.34,0.58,205,1988,18,6,1,0,3.29,3.05,182.88,74.0,Orthodox,0.45,0.48,0.1,0.45,1.75,0.67,205,1990,12,8,0,2,33.0,31.0
UFC Fight Night: Barboza vs. Chikadze,Vanessa Demopoulos,0.69,134.0,2.0,1.0,JJ Aldrich,0.43,162.0,5.0,0.0,"Las Vegas, Nevada, USA",3.0,3.0,Women's Flyweight,0.0,U-DEC,2021.0,4.73,3.51,157.48000000000002,59.0,Orthodox,0.48,0.44,1.0,0.16,0.72,0.5,115,1988,9,4,0,0,4.54,4.05,165.1,67.0,Southpaw,0.45,0.6,0.0,0.37,0.9,0.75,125,1992,11,5,0,0,33.0,29.0
UFC Fight Night: Barboza vs. Chikadze,Abdul Razak Alhassan,0.5,2.0,0.0,0.0,Alessio Di Chirico,1.0,1.0,0.0,0.0,"Las Vegas, Nevada, USA",3.0,1.0,Middleweight,1.0,KO/TKO,2021.0,4.06,3.57,177.8,73.0,Orthodox,0.48,0.56,0.0,0.45,1.04,0.52,185,1985,11,5,0,0,3.44,3.32,182.88,74.0,Orthodox,0.39,0.61,0.0,0.39,1.46,0.83,185,1989,13,7,0,0,36.0,32.0
UFC Fight Night: Barboza vs. Chikadze,Andre Petroski,0.57,80.0,9.0,4.0,Micheal Gillmore,0.59,52.0,0.0,0.0,"Las Vegas, Nevada, USA",3.0,3.0,Middleweight,1.0,KO/TKO,2021.0,2.28,3.64,182.88,73.0,Switch,0.55,0.52,3.4,0.57,5.43,0.75,185,1991,9,2,0,0,3.02,2.04,180.34,72.0,Orthodox,0.57,0.43,0.0,0.0,0.0,0.5,170,1987,6,5,0,0,30.0,34.0
UFC Fight Night: Barboza vs. Chikadze,Sam Alvey,0.55,122.0,0.0,0.0,Wellington Turman,0.57,119.0,9.0,2.0,"Las Vegas, Nevada, USA",3.0,3.0,Middleweight,0.0,S-DEC,2021.0,3.63,3.28,187.96,75.0,Southpaw,0.44,0.52,0.1,0.14,0.06,0.82,185,1986,33,18,1,1,3.79,2.92,182.88,72.0,Orthodox,0.49,0.44,1.0,0.21,1.79,0.5,185,1996,18,6,0,0,35.0,25.0
UFC Fight Night: Barboza vs. Chikadze,Daniel Rodriguez,0.35,160.0,7.0,3.0,Kevin Lee,0.57,210.0,0.0,0.0,"Las Vegas, Nevada, USA",3.0,3.0,Welterweight,1.0,U-DEC,2021.0,5.22,7.42,185.42,74.0,Southpaw,0.5,0.56,0.1,0.5,0.63,0.63,170,1986,17,3,0,0,3.56,3.89,175.26,77.0,Orthodox,0.42,0.5,0.8,0.43,3.19,0.75,170,1992,18,7,0,0,35.0,29.0
UFC Fight Night: Barboza vs. Chikadze,Brady Hiestand,0.58,171.0,4.0,2.0,Ricky Turcios,0.49,134.0,11.0,6.0,"Las Vegas, Nevada, USA",3.0,3.0,Bantamweight,0.0,S-DEC,2021.0,4.03,2.83,172.72,71.0,Orthodox,0.5,0.43,0.5,0.47,4.5,0.5,135,1999,7,2,0,0,3.7,5.08,175.26,71.0,Orthodox,0.37,0.55,0.2,0.25,1.0,0.45,135,1993,13,3,0,0,22.0,28.0
UFC Fight Night: Barboza vs. Chikadze,Bryan Battle,0.52,87.0,1.0,1.0,Gilbert Urbina,0.59,76.0,6.0,2.0,"Las Vegas, Nevada, USA",3.0,2.0,Middleweight,1.0,SUB,2021.0,4.53,7.18,185.42,77.0,Orthodox,0.56,0.41,0.7,0.22,1.31,0.55,170,1994,9,1,0,0,6.34,6.21,190.5,75.0,Orthodox,0.59,0.47,0.0,0.33,4.14,0.0,185,1996,6,3,0,0,27.0,25.0
UFC Fight Night: Barboza vs. Chikadze,Gerald Meerschaert,0.4,99.0,0.0,0.0,Makhmud Muradov,0.57,56.0,10.0,3.0,"Las Vegas, Nevada, USA",3.0,2.0,Middleweight,1.0,SUB,2021.0,3.45,3.11,185.42,77.0,Southpaw,0.43,0.52,1.7,0.37,2.17,0.29,185,1987,35,15,0,0,2.72,4.35,187.96,75.0,Orthodox,0.42,0.6,0.2,0.37,0.7,0.76,185,1990,25,8,0,0,34.0,31.0
UFC Fight Night: Barboza vs. Chikadze,Giga Chikadze,0.34,95.0,0.0,0.0,Edson Barboza,0.51,117.0,0.0,0.0,"Las Vegas, Nevada, USA",5.0,3.0,Featherweight,1.0,KO/TKO,2021.0,3.35,4.05,182.88,74.0,Orthodox,0.42,0.62,0.3,0.33,0.26,0.69,145,1988,14,3,0,0,4.1,3.96,180.34,75.0,Orthodox,0.44,0.58,0.1,0.44,0.38,0.75,145,1986,22,11,0,0,33.0,35.0
UFC Fight Night: Hall vs. Strickland,Cheyanne Vlismas,0.68,16.0,1.0,1.0,Gloria de Paula,0.62,8.0,0.0,0.0,"Las Vegas, Nevada, USA",3.0,1.0,Women's Strawweight,1.0,KO/TKO,2021.0,2.93,5.83,160.02,63.0,Switch,0.51,0.62,0.0,0.33,0.33,0.73,115,1995,7,2,0,0,3.77,4.89,165.1,67.0,Orthodox,0.53,0.66,0.5,0.37,0.74,0.65,115,1995,6,5,0,0,26.0,26.0
UFC Fight Night: Rozenstruik vs. Sakai,Claudio Puelles,0.6,33.0,4.0,4.0,Jordan Leavitt,0.61,34.0,7.0,2.0,"Las Vegas, Nevada, USA",3.0,3.0,Lightweight,1.0,U-DEC,2021.0,2.93,1.82,177.8,72.0,Southpaw,0.49,0.47,1.4,0.3,2.41,0.6,155,1996,13,3,0,0,1.88,2.43,175.26,71.0,Southpaw,0.63,0.54,1.2,0.28,2.43,0.3,155,1995,10,2,0,0,25.0,26.0
UFC Fight Night: Rozenstruik vs. Sakai,Sean Woodson,0.34,116.0,0.0,0.0,Youssef Zalal,0.47,89.0,17.0,2.0,"Las Vegas, Nevada, USA",3.0,3.0,Featherweight,1.0,S-DEC,2021.0,4.26,5.56,187.96,78.0,Orthodox,0.45,0.56,0.7,0.0,0.0,0.82,145,1992,9,1,1,0,1.75,2.75,177.8,72.0,Switch,0.48,0.64,1.1,0.31,2.14,0.6,135,1996,10,5,1,0,29.0,25.0
UFC Fight Night: Hall vs. Strickland,Sean Strickland,0.41,258.0,0.0,0.0,Uriah Hall,0.43,428.0,6.0,4.0,"Las Vegas, Nevada, USA",5.0,5.0,Middleweight,1.0,U-DEC,2021.0,4.01,5.54,185.42,76.0,Orthodox,0.4,0.65,0.3,0.61,1.14,0.85,185,1991,25,4,0,0,3.85,3.23,182.88,79.0,Orthodox,0.48,0.54,0.1,0.38,0.54,0.64,185,1984,18,11,0,0,30.0,37.0
UFC Fight Night: Rozenstruik vs. Sakai,Mason Jones,0.31,32.0,4.0,0.0,Alan Patrick,0.54,85.0,3.0,2.0,"Las Vegas, Nevada, USA",3.0,2.0,Lightweight,0.0,CNC,2021.0,4.94,5.61,177.8,74.0,Orthodox,0.44,0.46,0.0,0.45,3.16,0.8,155,1995,11,2,0,1,2.95,1.82,180.34,74.0,Southpaw,0.4,0.43,0.3,0.33,3.01,0.43,155,1983,15,4,0,1,26.0,38.0
UFC Fight Night: Rozenstruik vs. Sakai,Kamuela Kirk,0.4,49.0,9.0,5.0,Makwan Amirkhani,0.44,63.0,0.0,0.0,"Las Vegas, Nevada, USA",3.0,3.0,Featherweight,1.0,U-DEC,2021.0,5.1,2.99,177.8,75.0,Switch,0.49,0.37,1.3,0.4,0.86,0.53,145,1994,12,5,0,0,2.98,1.35,177.8,72.0,Southpaw,0.44,0.46,1.1,0.43,4.15,0.38,145,1988,17,8,0,0,27.0,33.0
UFC Fight Night: Rozenstruik vs. Sakai,Ariane Lipski,0.52,55.0,3.0,2.0,Montana De La Rosa,0.45,24.0,0.0,0.0,"Las Vegas, Nevada, USA",3.0,2.0,Women's Flyweight,0.0,KO/TKO,2021.0,4.1,3.34,167.64000000000001,67.0,Orthodox,0.36,0.51,0.4,0.2,0.18,0.55,125,1994,14,8,0,0,3.19,2.6,170.18,68.0,Orthodox,0.37,0.42,1.0,0.31,2.08,0.63,125,1995,12,7,1,0,27.0,26.0
UFC Fight Night: Rozenstruik vs. Sakai,Francisco Trinaldo,0.3,128.0,1.0,0.0,Muslim Salikhov,0.52,118.0,3.0,2.0,"Las Vegas, Nevada, USA",3.0,3.0,Welterweight,0.0,U-DEC,2021.0,2.67,3.13,175.26,70.0,Southpaw,0.45,0.6,0.5,0.42,0.98,0.6,170,1978,28,9,0,0,2.43,3.3,180.34,70.0,Orthodox,0.49,0.67,0.0,0.35,1.2,0.77,170,1984,19,3,0,0,43.0,37.0
UFC Fight Night: Rozenstruik vs. Sakai,Tabatha Ricci,0.48,172.0,1.0,1.0,Manon Fiorot,0.18,90.0,1.0,0.0,"Las Vegas, Nevada, USA",3.0,2.0,Women's Flyweight,0.0,KO/TKO,2021.0,4.89,2.95,154.94,61.0,Orthodox,0.37,0.58,0.0,0.45,3.95,0.0,115,1995,7,1,0,0,3.14,6.58,170.18,65.0,Orthodox,0.42,0.71,0.0,0.5,1.69,0.83,125,1990,10,1,0,0,26.0,31.0
UFC Fight Night: Rozenstruik vs. Sakai,Santiago Ponzinibbio,0.44,270.0,2.0,0.0,Miguel Baeza,0.41,249.0,0.0,0.0,"Las Vegas, Nevada, USA",3.0,3.0,Welterweight,1.0,U-DEC,2021.0,4.65,5.02,182.88,73.0,Orthodox,0.41,0.61,0.0,0.3,0.52,0.6,170,1986,30,6,0,0,5.1,4.88,187.96,74.0,Orthodox,0.49,0.53,1.8,0.28,0.44,1.0,170,1992,10,3,0,0,35.0,29.0
UFC Fight Night: Rozenstruik vs. Sakai,Roman Dolidze,0.35,39.0,9.0,5.0,Laureano Staropoli,0.23,38.0,5.0,3.0,"Las Vegas, Nevada, USA",3.0,3.0,Middleweight,1.0,U-DEC,2021.0,2.06,2.62,187.96,76.0,Orthodox,0.47,0.57,2.1,0.52,2.12,0.33,185,1988,12,1,0,0,3.73,3.31,185.42,71.0,Orthodox,0.34,0.54,0.0,0.26,0.83,0.48,185,1993,9,5,0,0,33.0,28.0
UFC Fight Night: Makhachev vs. Moises,Khalid Taha,0.26,123.0,1.0,0.0,Sergey Morozov,0.48,103.0,16.0,6.0,"Las Vegas, Nevada, USA",3.0,3.0,Bantamweight,0.0,U-DEC,2021.0,4.12,2.64,165.1,69.0,Orthodox,0.32,0.46,0.2,0.0,0.0,0.61,135,1992,13,5,0,1,3.36,3.34,167.64000000000001,67.0,Orthodox,0.48,0.57,0.0,0.26,2.87,0.64,135,1989,18,5,0,0,29.0,32.0
UFC Fight Night: Rozenstruik vs. Sakai,Jairzinho Rozenstruik,0.55,29.0,0.0,0.0,Augusto Sakai,0.21,14.0,0.0,0.0,"Las Vegas, Nevada, USA",5.0,1.0,Heavyweight,1.0,KO/TKO,2021.0,3.23,2.93,187.96,78.0,Orthodox,0.46,0.45,0.0,0.0,0.0,0.75,242,1988,13,4,0,0,4.07,4.73,190.5,77.0,Orthodox,0.48,0.48,0.0,0.33,0.13,0.54,265,1991,15,5,1,0,33.0,30.0
UFC Fight Night: Rozenstruik vs. Sakai,Ilir Latifi,0.42,105.0,0.0,0.0,Tanner Boser,0.26,38.0,3.0,2.0,"Las Vegas, Nevada, USA",3.0,3.0,Heavyweight,1.0,S-DEC,2021.0,2.75,1.92,177.8,73.0,Orthodox,0.42,0.56,0.3,0.36,2.13,1.0,230,1982,17,8,0,1,2.2,4.21,187.96,75.0,Orthodox,0.52,0.62,0.0,0.0,0.0,0.64,255,1991,20,9,1,0,39.0,30.0
UFC Fight Night: Makhachev vs. Moises,Montserrat Conejo,0.53,13.0,0.0,0.0,Amanda Lemos,0.42,7.0,0.0,0.0,"Las Vegas, Nevada, USA",3.0,1.0,Women's Strawweight,0.0,KO/TKO,2021.0,2.44,1.16,152.4,61.0,Southpaw,0.37,0.51,1.9,0.8,3.85,0.0,115,1993,10,2,0,0,3.97,4.51,162.56,65.0,Southpaw,0.57,0.5,0.7,0.55,1.12,0.81,115,1987,13,2,1,0,28.0,34.0
UFC Fight Night: Rozenstruik vs. Sakai,Dusko Todorovic,0.3,120.0,4.0,0.0,Gregory Rodrigues,0.47,150.0,5.0,3.0,"Las Vegas, Nevada, USA",3.0,3.0,Middleweight,0.0,U-DEC,2021.0,4.54,5.64,185.42,74.0,Orthodox,0.57,0.47,0.0,0.12,0.99,0.45,185,1994,12,3,0,0,5.87,6.19,190.5,75.0,Orthodox,0.55,0.51,0.6,0.5,2.39,1.0,185,1992,13,4,0,0,27.0,29.0
UFC Fight Night: Makhachev vs. Moises,Daniel Rodriguez,0.54,83.0,0.0,0.0,Preston Parsons,0.53,43.0,4.0,0.0,"Las Vegas, Nevada, USA",3.0,1.0,Welterweight,1.0,KO/TKO,2021.0,5.22,7.42,185.42,74.0,Southpaw,0.5,0.56,0.1,0.5,0.63,0.63,170,1986,17,3,0,0,3.83,5.22,180.34,71.0,Orthodox,0.63,0.49,4.0,0.4,3.19,1.0,170,1995,10,3,0,0,35.0,26.0
UFC Fight Night: Makhachev vs. Moises,Billy Quarantillo,0.51,110.0,0.0,0.0,Gabriel Benitez,0.64,156.0,7.0,3.0,"Las Vegas, Nevada, USA",3.0,3.0,Featherweight,1.0,KO/TKO,2021.0,5.72,7.88,177.8,70.0,Orthodox,0.58,0.4,1.2,0.24,1.55,0.58,145,1988,17,4,0,0,4.05,4.79,172.72,71.0,Southpaw,0.41,0.65,1.1,0.5,0.27,0.58,155,1988,23,11,0,0,33.0,33.0
UFC Fight Night: Makhachev vs. Moises,Malcolm Gordon,0.62,45.0,2.0,2.0,Francisco Figueiredo,0.54,84.0,11.0,2.0,"Las Vegas, Nevada, USA",3.0,3.0,Flyweight,1.0,U-DEC,2021.0,2.04,1.9,170.18,71.0,Switch,0.44,0.41,0.8,0.3,1.66,0.09,125,1990,14,6,0,0,2.59,2.04,167.64000000000001,68.0,Southpaw,0.61,0.61,0.4,0.75,2.51,0.76,125,1989,13,5,1,1,31.0,32.0
UFC Fight Night: Rozenstruik vs. Sakai,Walt Harris,0.57,40.0,0.0,0.0,Marcin Tybura,0.4,10.0,2.0,1.0,"Las Vegas, Nevada, USA",3.0,1.0,Heavyweight,0.0,KO/TKO,2021.0,3.33,3.05,195.57999999999998,77.0,Southpaw,0.39,0.54,0.1,0.28,0.29,0.7,250,1983,13,10,0,1,3.38,3.61,190.5,78.0,Orthodox,0.49,0.54,0.1,0.32,1.42,0.79,249,1985,23,7,0,0,38.0,36.0
UFC Fight Night: Makhachev vs. Moises,Rodolfo Vieira,0.55,88.0,4.0,3.0,Dustin Stoltzfus,0.34,192.0,3.0,0.0,"Las Vegas, Nevada, USA",3.0,3.0,Middleweight,1.0,SUB,2021.0,5.09,3.62,182.88,73.0,Orthodox,0.54,0.49,1.0,0.27,3.9,1.0,185,1989,8,2,0,0,3.28,2.96,182.88,75.0,Orthodox,0.41,0.46,0.5,0.35,1.76,0.46,185,1991,14,5,0,0,32.0,30.0
UFC Fight Night: Sandhagen vs. Dillashaw,Diana Belbita,0.55,211.0,0.0,0.0,Hannah Goldy,0.5,182.0,6.0,2.0,"Las Vegas, Nevada, USA",3.0,3.0,Women's Strawweight,1.0,U-DEC,2021.0,6.18,6.43,170.18,68.0,Orthodox,0.42,0.5,0.0,0.5,0.63,0.68,115,1996,14,7,0,0,4.95,5.78,162.56,61.0,Orthodox,0.46,0.51,0.3,0.18,0.56,0.55,115,1992,6,3,0,0,25.0,29.0
UFC Fight Night: Makhachev vs. Moises,Miesha Tate,0.39,64.0,0.0,0.0,Marion Reneau,0.54,120.0,6.0,3.0,"Las Vegas, Nevada, USA",3.0,3.0,Women's Bantamweight,1.0,KO/TKO,2021.0,3.1,2.61,167.64000000000001,65.0,Orthodox,0.44,0.51,1.3,0.29,1.88,0.55,125,1986,19,9,0,0,3.52,3.2,167.64000000000001,68.0,Orthodox,0.41,0.59,0.8,0.63,0.62,0.5,135,1977,9,8,1,0,35.0,44.0
UFC Fight Night: Makhachev vs. Moises,Thiago Moises,0.66,92.0,6.0,3.0,Islam Makhachev,0.29,44.0,2.0,1.0,"Las Vegas, Nevada, USA",5.0,4.0,Lightweight,0.0,SUB,2021.0,4.02,2.48,175.26,70.0,Orthodox,0.37,0.56,1.2,0.36,1.11,0.6,155,1995,16,6,0,0,0.95,2.37,177.8,70.0,Southpaw,0.59,0.66,1.3,0.65,3.42,0.88,155,1991,23,1,0,0,26.0,30.0
UFC Fight Night: Sandhagen vs. Dillashaw,Andre Ewell,0.37,113.0,0.0,0.0,Julio Arce,0.31,97.0,0.0,0.0,"Las Vegas, Nevada, USA",3.0,2.0,Bantamweight,0.0,KO/TKO,2021.0,4.87,4.28,172.72,75.0,Southpaw,0.4,0.51,0.1,0.75,0.36,0.72,145,1988,17,9,0,0,3.1,4.38,170.18,70.0,Southpaw,0.36,0.68,0.4,0.3,0.49,0.95,135,1989,18,6,0,0,33.0,32.0
UFC Fight Night: Sandhagen vs. Dillashaw,Mickey Gall,0.55,20.0,2.0,1.0,Jordan Williams,0.37,35.0,1.0,1.0,"Las Vegas, Nevada, USA",3.0,1.0,Welterweight,1.0,SUB,2021.0,4.25,2.94,187.96,74.0,Switch,0.46,0.49,1.9,0.3,1.21,0.36,170,1992,7,5,0,0,5.46,5.83,185.42,75.0,Southpaw,0.5,0.35,0.0,0.5,1.11,0.85,185,1990,9,6,0,1,29.0,31.0
UFC Fight Night: Sandhagen vs. Dillashaw,Punahele Soriano,0.44,149.0,0.0,0.0,Brendan Allen,0.44,211.0,1.0,0.0,"Las Vegas, Nevada, USA",3.0,3.0,Middleweight,0.0,U-DEC,2021.0,3.42,3.95,180.34,72.0,Southpaw,0.47,0.52,0.0,0.57,1.02,0.31,185,1992,9,2,0,0,4.01,3.99,187.96,75.0,Orthodox,0.55,0.44,1.5,0.44,1.31,0.5,185,1995,20,5,0,0,29.0,26.0
UFC Fight Night: Sandhagen vs. Dillashaw,Sijara Eubanks,0.55,40.0,2.0,1.0,Elise Reed,0.25,4.0,0.0,0.0,"Las Vegas, Nevada, USA",3.0,1.0,Women's Flyweight,1.0,KO/TKO,2021.0,3.43,4.3,162.56,67.0,Orthodox,0.43,0.57,0.3,0.44,1.9,0.66,125,1985,8,7,0,0,3.57,2.77,160.02,63.0,Orthodox,0.51,0.5,0.0,1.0,0.94,0.5,115,1992,6,2,0,0,36.0,29.0
UFC Fight Night: Sandhagen vs. Dillashaw,Randy Costa,0.34,184.0,0.0,0.0,Adrian Yanez,0.45,153.0,0.0,0.0,"Las Vegas, Nevada, USA",3.0,2.0,Bantamweight,0.0,KO/TKO,2021.0,7.58,6.53,175.26,73.0,Switch,0.46,0.58,0.0,0.0,0.0,0.5,135,1994,6,4,0,0,5.49,6.62,170.18,70.0,Orthodox,0.4,0.59,0.0,0.0,0.0,1.0,135,1993,16,3,0,0,27.0,28.0
UFC Fight Night: Sandhagen vs. Dillashaw,Darren Elkins,0.66,30.0,2.0,1.0,Darrick Minner,0.54,35.0,2.0,2.0,"Las Vegas, Nevada, USA",3.0,2.0,Featherweight,1.0,KO/TKO,2021.0,3.35,3.53,177.8,71.0,Orthodox,0.38,0.51,1.1,0.34,2.73,0.58,145,1984,27,11,0,0,2.28,2.63,170.18,69.0,Orthodox,0.65,0.35,2.7,0.72,2.4,0.66,145,1990,26,14,0,0,37.0,31.0
UFC Fight Night: Sandhagen vs. Dillashaw,Ian Heinisch,0.4,96.0,1.0,1.0,Nassourdine Imavov,0.46,52.0,3.0,0.0,"Las Vegas, Nevada, USA",3.0,2.0,Middleweight,0.0,KO/TKO,2021.0,2.98,3.25,180.34,72.0,Orthodox,0.5,0.59,0.7,0.17,1.02,0.59,185,1988,14,5,0,0,2.43,4.08,190.5,75.0,Orthodox,0.54,0.62,2.4,0.23,0.95,0.76,185,1995,12,3,0,0,33.0,26.0
UFC Fight Night: Sandhagen vs. Dillashaw,TJ Dillashaw,0.45,281.0,1.0,0.0,Cory Sandhagen,0.41,268.0,19.0,2.0,"Las Vegas, Nevada, USA",5.0,5.0,Bantamweight,1.0,S-DEC,2021.0,3.47,5.09,167.64000000000001,67.0,Orthodox,0.41,0.62,0.8,0.3,1.56,0.77,135,1986,18,5,0,0,4.21,6.15,180.34,70.0,Switch,0.44,0.56,0.4,0.2,0.71,0.63,135,1992,15,4,0,0,35.0,29.0
UFC Fight Night: Sandhagen vs. Dillashaw,Miranda Maverick,0.32,143.0,1.0,1.0,Maycee Barber,0.32,111.0,6.0,1.0,"Las Vegas, Nevada, USA",3.0,3.0,Women's Flyweight,0.0,S-DEC,2021.0,2.53,3.74,160.02,65.0,Southpaw,0.44,0.6,0.4,0.61,2.7,0.44,125,1997,13,4,0,0,2.64,4.42,165.1,65.0,Switch,0.53,0.53,0.1,0.32,1.12,0.66,125,1998,11,2,0,0,24.0,23.0
UFC Fight Night: Font vs. Garbrandt,David Dvorak,0.32,28.0,0.0,0.0,Juancamilo Ronderos,0.34,32.0,2.0,0.0,"Las Vegas, Nevada, USA",3.0,1.0,Flyweight,1.0,SUB,2021.0,3.0,3.87,165.1,68.0,Orthodox,0.43,0.61,0.3,0.0,0.0,0.81,125,1992,20,4,0,0,3.91,4.78,162.56,65.0,Orthodox,0.34,0.67,0.0,0.0,0.0,0.0,125,1995,4,1,0,0,29.0,26.0
UFC Fight Night: Sandhagen vs. Dillashaw,Kyler Phillips,0.56,132.0,9.0,4.0,Raulian Paiva,0.43,117.0,6.0,2.0,"Las Vegas, Nevada, USA",3.0,3.0,Bantamweight,0.0,M-DEC,2021.0,3.43,5.5,172.72,72.0,Orthodox,0.49,0.61,0.7,0.5,3.32,0.69,135,1995,10,2,0,0,5.01,4.14,172.72,69.0,Orthodox,0.42,0.48,0.2,0.23,0.65,0.77,135,1995,21,5,0,0,26.0,26.0
UFC Fight Night: Font vs. Garbrandt,Shayilan Nuerdanbieke,0.5,104.0,1.0,0.0,Josh Culibao,0.26,63.0,14.0,2.0,"Las Vegas, Nevada, USA",3.0,3.0,Featherweight,0.0,U-DEC,2021.0,2.93,2.17,172.72,69.0,Orthodox,0.44,0.48,0.0,0.32,2.93,0.4,145,1994,39,10,0,0,3.06,3.06,177.8,73.0,Orthodox,0.44,0.61,0.3,0.0,0.0,0.82,145,1994,10,1,1,0,27.0,27.0
UFC Fight Night: Font vs. Garbrandt,Court McGee,0.5,74.0,5.0,3.0,Claudio Silva,0.37,56.0,10.0,1.0,"Las Vegas, Nevada, USA",3.0,3.0,Welterweight,1.0,U-DEC,2021.0,3.69,4.68,180.34,75.0,Orthodox,0.37,0.6,0.5,0.25,1.86,0.69,170,1984,22,11,0,0,3.0,2.48,180.34,71.0,Southpaw,0.42,0.46,1.1,0.26,2.85,0.44,170,1982,14,4,0,0,37.0,39.0
UFC Fight Night: Font vs. Garbrandt,Edmen Shahbazyan,0.55,100.0,6.0,3.0,Jack Hermansson,0.43,92.0,0.0,0.0,"Las Vegas, Nevada, USA",3.0,3.0,Middleweight,0.0,U-DEC,2021.0,3.87,3.59,187.96,74.0,Orthodox,0.5,0.46,0.5,0.37,2.31,0.65,185,1997,12,3,0,0,3.69,5.13,185.42,77.0,Orthodox,0.44,0.55,0.4,0.29,1.66,0.75,185,1988,23,8,0,0,24.0,33.0
